X1,X2,X3,X4,X5,X6,X7,X8,Y
0.85,806.09,343.26,133.15,6.83,2.24,0.28,5,104.92
0.64,610.98,311.87,119.79,6.74,3.56,0.03,0.27,76.28
0.66,618.77,307.53,152.77,5.05,4.19,0.27,3.55,62.93
0.77,515.26,281.49,139.19,5.32,4.15,0.05,3.58,52.44
0.84,772.25,329.66,130.18,3.83,4.31,0.11,3.16,93.8
0.65,712.77,404.68,155.94,5.39,2.14,0.01,3.74,90.02
0.93,526.22,297.67,166.84,6.89,3.47,0.12,2.46,44.36
0.93,752.38,304.68,186.46,3.74,2.08,0.38,1.65,56.36
0.67,558.11,376.35,114.92,6.76,4.92,0.14,2.88,89.64
0.94,541.69,356.02,181.28,3.57,2.24,0.23,3.51,43.85
0.82,762.85,404.06,112.73,5.17,3.34,0.36,2.58,119.06
0.96,692.67,412.73,126.86,4.6,4.47,0.04,0.67,105.27
0.96,594.09,248.47,124.91,3.8,3.73,0.25,4.44,63.01
0.71,618.29,392.62,212.91,5.42,2.31,0.15,3.54,47.04
0.9,746.15,342.57,210.62,4.32,4.57,0.06,1.95,52.44
0.79,767.14,269.22,124.25,6.12,2.82,0.08,4.11,85.14
0.66,789.65,291.4,219.35,4.5,4.08,0.08,4.73,49.24
0.7,530.1,363.95,118.91,4.93,3.55,0.17,1.83,75.49
0.74,534.42,374.36,134.35,6.02,3.28,0.08,4.29,73.66
0.66,660.08,277.79,110.66,4.02,3.46,0.23,4.96,80.4
0.8,539.76,319.94,168.9,4.75,4.23,0.26,2.23,49.26
0.63,579.16,323.77,139.96,6.88,2.65,0.05,2.69,67.09
0.66,703.71,359.84,184.84,5.25,3.42,0.09,1.63,63.6
0.96,566.08,350.52,113.04,5.85,3.62,0.28,2.88,85.42
0.96,746.98,343.07,207.62,5.52,3.48,0.01,1.68,53.63
0.64,713.36,365.94,190.63,6.31,4.86,0.29,2.48,68.83
0.8,759.41,258.58,173.82,6.92,3.25,0.08,0.29,59.05
0.95,528.49,389.88,140.04,5.91,4.86,0.09,4.08,74.35
0.83,634.22,407.86,178.63,6.21,2.8,0.32,2.47,74.01
0.62,643.62,357.22,176.92,3.56,3.56,0.14,0.48,59.14
0.84,591.27,262.68,188.13,5.04,3.53,0.01,1.45,27.64
0.68,786.86,320.21,155.1,6.97,3.36,0.11,4.29,86.92
0.74,544.31,412.93,170.91,4.62,4.59,0.35,2.51,64.92
0.78,727.26,282,209.14,5.99,3.96,0.04,4.92,46.24
0.8,771.41,399.64,120.29,5.44,2.36,0.34,1.48,114.52
0.74,607.63,351.46,216.15,5.97,2.98,0.02,1.92,41.21
0.72,613.64,352.76,121.92,5.05,3.64,0.08,0.52,82.6
0.96,791.26,416.48,170.35,4.27,2.91,0.37,3.98,92.85
0.84,786.14,281.52,131.7,5.68,2.11,0.19,4.15,91.82
0.77,578.43,252.78,116.46,6.29,2.91,0.17,2.04,64.85
0.69,709.19,394.37,163.17,5.71,3.74,0.03,4.73,89.95
0.77,683.66,370.57,213.12,5.62,3.77,0.29,4.5,55.81
0.67,796.65,275.75,138.48,5.82,4.81,0.31,2.41,86.11
0.8,775.97,409.45,185.01,5.2,3.32,0.08,2.12,83.05
0.8,718.54,278.48,205.45,5.56,2.7,0.27,3.59,40.4
0.65,765.78,379.98,167.16,6.18,3.31,0.07,2.69,87.7
0.86,789.63,346.96,157.02,4.49,3.89,0.15,3.9,87.05
0.72,757.54,271.74,218.16,6.76,3.41,0.21,3.51,36.67
0.84,566.82,339.35,169.25,5.39,3.14,0.18,3.19,54.01
0.97,546.27,322.58,175.17,6.4,4.66,0.38,3.91,50.79
0.9,768.14,400.67,116.31,5.05,4.65,0.16,1.79,116.54
0.96,637.48,322.25,151.46,4.31,4.5,0.34,4.98,71.71
0.71,558.63,398.74,175.24,3.63,2.49,0.27,0.19,58.09
0.87,550.72,396.62,144.1,6.54,4.39,0.17,1.68,74.56
0.97,548.49,401.77,181.22,4.49,2.39,0.11,3.13,55.46
0.93,794.39,291.3,128.67,5.49,3.25,0.26,3.35,96.42
0.83,742.67,268.22,128.02,5.79,2.66,0.17,3.07,82.67
0.85,589.4,410.6,219.64,5.24,2.23,0.32,1.68,43.56
0.63,518.06,359.36,168.06,5.4,3.16,0.11,3.47,53.44
0.7,526.11,348.63,172.99,6.05,4.9,0.24,3.04,50.32
0.97,624.85,315.2,135.46,5.87,4.17,0.28,2.37,75.11
0.89,631.2,252.85,190.38,5.52,3.96,0.22,2.28,34.96
0.69,712.81,295.01,189.79,5.24,2.71,0.29,0.97,50.62
0.9,583.89,372.32,197.74,6.05,3.38,0.11,3.8,50.37
0.8,515.86,414.67,217.23,3.98,3.68,0.25,4.38,38.95
0.82,615.97,283.38,139.6,5.07,3.92,0.2,1.73,64.22
0.97,773.17,276.52,127.84,5.47,2.21,0.08,1.07,83.19
0.81,766.3,365.43,148.71,6.19,2.5,0.01,3.15,95.06
0.9,729.49,303.52,166.28,5.65,4.13,0.22,3.89,69.37
0.75,782.84,329.77,137,5.82,4.95,0.13,1.41,94.43
0.66,704.35,266.53,179.95,5.83,2.03,0.37,4.53,53.88
0.93,746.57,416.18,145.33,6.55,4.43,0.19,4.75,105.67
0.93,762.88,337.43,120.68,3.52,3.21,0.39,0.85,96.23
0.74,652.3,400.88,217.75,5.47,2.95,0.28,0.03,49.23
0.86,517.18,347.41,125.83,3.96,2.81,0.15,1.09,66.69
0.86,651.99,339.11,154.79,4.97,3.13,0.15,1.34,69.43
0.79,611.49,349.59,143.93,6.11,3.77,0.05,1.35,77.01
0.82,655.48,280.92,141.89,5.35,3.67,0.19,1.38,63.76
0.76,728.14,370.7,198.83,5.71,3.24,0.15,0.14,60.04
0.87,716.49,276.75,191.03,4.74,3.14,0.01,2.71,49.46
0.8,539.18,250.48,125.08,5.33,4.53,0.28,1.41,54.35
0.71,751.96,389.01,168.87,5.87,4.63,0.35,0.61,87.4
0.88,743.69,332.94,114.81,4.62,3.52,0.3,2.5,100.52
0.85,595.04,367.86,132.34,6.91,3.07,0.12,2.71,83.61
0.62,707.96,342.42,151.5,3.57,3.25,0.06,4.15,79.34
0.76,805.49,351.03,174.67,3.95,2.79,0.38,4.99,81.29
0.63,621.05,373.78,187.64,6.4,2.21,0.04,3.33,62.47
0.93,720.71,287.09,129.26,6.53,3.18,0.23,1.16,85.51
0.78,701.48,368.71,204.9,4.07,4.08,0.31,3.52,57.67
0.83,665.71,340.09,171.17,4.68,3.4,0.35,1.46,60.63
0.63,770.08,359.18,138.61,5.73,3.47,0.39,2,95.91
0.69,778.02,300.64,130.57,6.52,3.02,0.33,2.61,94.08
0.8,584.87,386.84,172.42,6.97,4.05,0.18,2.7,67.77
0.78,802.06,380.05,146.45,6.55,2.13,0.26,4.69,109.94
0.63,667.9,293.65,115.39,5.4,3.45,0.07,4.76,83.85
0.72,778.61,266.59,145.89,4.15,2.76,0.34,1.75,72.7
0.93,700.59,338.56,180.58,3.96,3.86,0.4,1.05,62.06
0.91,639.26,401.54,127.46,6.81,2.58,0.23,4.97,99.5
0.7,561.67,269.27,206.07,6.52,2.18,0.06,3.64,23.13
0.77,737.84,397.03,201.72,6.14,4.64,0.09,0.39,69.47
0.92,711.65,250.01,141.11,4.27,3.67,0.03,4.87,69.11
0.94,649.3,413.15,162.1,3.75,4.94,0.04,3.18,82.73
0.64,526.49,383.83,137.73,5.61,3.26,0.1,2.09,75.06
0.76,746.05,256.19,170.81,5.72,3.48,0.3,4.23,60.78
0.73,575.72,372.99,144.13,6.97,3.34,0.1,1.96,73.88
0.76,788.12,391.15,189.27,4.26,4.21,0.21,0.02,76.86
0.69,746.45,265.23,209.13,4.69,4.25,0.11,1.61,39.2
0.8,697.46,297.11,211.31,4.19,4.04,0.09,3.24,40.51
0.8,630.8,313.41,120.61,5.85,3.62,0.25,0.95,81.5
0.71,730.8,355.62,158.52,6.47,3.19,0.36,4.66,86.14
0.94,732.63,316.29,214.11,5.19,4.79,0.27,1.25,47.86
0.92,598.99,251.04,185.1,5.21,2.17,0.38,4.56,33.51
0.95,745.21,357.93,169.66,3.81,3.04,0.32,2.4,74.59
0.78,551.53,311.88,173.1,3.74,2.79,0.23,0.24,39.61
0.94,615.38,323.35,155.93,4.09,2.92,0.14,4.06,65.07
0.7,735.99,250.88,130.09,5.69,2.43,0.31,4.5,78.25
0.63,687.81,389.23,169.7,4.46,3.92,0.09,1.88,74.45
0.91,590.44,392.84,182.12,6.85,2.93,0.11,3.51,67.11
0.72,710.65,319.5,155.07,4.33,2.79,0.2,1.54,72.76
0.64,534.49,339.79,137.03,3.51,2.94,0.15,2.06,61.57
0.9,796,334.06,143.61,4.65,4.85,0.23,3.56,94.25
0.82,603.84,263.41,177.81,4.11,2.71,0.15,2.49,38.69
0.67,710.92,286.61,166.53,5.74,4.46,0.33,3.9,67.92
0.89,576.9,397.11,170.95,6.8,2.39,0.29,0.08,65.27
0.87,623.72,376.95,214.15,5.37,3.84,0.07,1.14,44.25
0.82,649.11,311.88,120.94,5.01,3.72,0.38,2.44,80.69
0.74,591.7,376.35,194.47,5.17,3.21,0.01,1.75,47.52
0.83,619.6,396.81,213.61,6.75,4.68,0.27,0.09,46.32
0.69,704.33,314.25,174.88,5.98,3.5,0.21,2.15,66.09
0.84,585.79,296.5,195.98,3.92,2.36,0.03,1.19,30.28
0.94,639.05,261.4,124.1,4.17,4.1,0.01,1.39,70.58
0.93,548.11,329.12,191.44,6.51,3.35,0.07,1.32,38.32
0.64,699.07,376.8,186.38,5.73,2.58,0.36,0.86,61.75
0.82,676.32,399.19,198.35,6.19,4.22,0.03,0.25,63.42
0.64,702.12,335.49,145.95,6.19,2.18,0.35,3.65,79.8
0.8,545.08,275.8,199.02,4.7,4.63,0.38,0.6,20.95
0.83,576.35,247.87,179.73,5.88,4.41,0.26,2.67,31.75
0.73,614.12,383.96,157.18,5.68,2.04,0.3,3.82,74.94
0.98,625.34,300.99,206.28,6.62,2.31,0.1,4.31,36.36
0.66,533.38,271.8,214.24,3.71,4.2,0.01,3.83,15.69
0.75,560.44,390.55,129.72,5.71,3.65,0,2.72,83.37
0.7,699.74,298.68,123.56,6.48,3.1,0.08,4.73,87.29
0.86,612.68,275.12,193.86,5.67,4.21,0.23,1.7,31.98
0.64,583.53,344.13,150.11,6.45,3.4,0.14,3.58,67.57
0.66,737.03,333.4,170.2,4.03,2.6,0.15,1.85,66.51
0.92,570.78,247.28,140.95,6.63,3.59,0.13,0.93,49.67
0.71,576.63,303.09,214.87,5.42,4.74,0.34,0.88,24.78
0.64,572.52,345.95,174.24,5.81,2.75,0,0.14,51.53
0.93,802.4,262.08,166.97,5,3.9,0.26,1.52,68.11
0.85,522.67,272.88,112.52,4.47,4.8,0.07,0.47,61.01
0.78,773.79,328.79,116.23,6.65,3.15,0.06,0.35,106.58
0.77,570.28,272.96,212.02,6.27,4.16,0.33,3.9,24.53
0.62,779.68,406.93,140.89,4.12,4.54,0.05,1.98,108.98
0.76,558.35,251.64,150.26,5.81,4.67,0.11,2.69,50.18
0.77,703.08,297.39,201.41,6.03,4.94,0.33,1.95,49.49
0.95,524.39,319.11,153.06,5.7,4.84,0.24,1.06,52.87
0.83,553.16,346.4,160.9,5.71,2.55,0.12,1.14,58.42
0.63,607.6,409.75,152.1,3.63,2.78,0.18,3.04,77.48
0.62,693.89,359.73,147.63,4,2.04,0.09,3.31,87.19
0.67,603.84,384.25,213.27,5.92,3.17,0.05,2.61,48.18
0.72,728.88,266.41,116.36,6.97,2.59,0.33,4.65,88.17
0.91,807.76,387.07,191.47,6.43,2.74,0.36,0.14,82.03
0.9,747.62,332.38,200.21,5.32,3.32,0.36,0.44,54.17
0.74,802.54,279.31,190.03,5.82,4.37,0.05,1.17,57.16
0.86,622.29,318.67,158.9,5.01,2.2,0.02,4.93,61.79
0.82,746.76,284.67,182.04,5.28,3.77,0.34,1.35,58.27
0.71,802.41,300.93,205.57,5.46,3.81,0.26,2.26,54.4
0.71,661.79,267.5,152.29,4.97,2.78,0.19,2.9,61.09
0.85,752.24,354.91,157.68,6.12,4.61,0.24,3.81,91.43
0.65,563.28,396.3,127.41,5.77,2.02,0.03,1.94,82.1
0.68,538.85,394.15,149.08,3.98,3.46,0.37,1.68,72.48
0.79,803.62,390.32,183.54,6.73,4.16,0.32,2.19,86.9
0.71,800.82,377.63,120.61,5.89,4.18,0.22,1.58,114.55
0.93,554.38,381.15,218.79,5.99,4.84,0.17,1.85,32.84
0.74,583.28,386.73,166.22,3.68,4.85,0.14,4.41,69.53
0.77,721.75,387.56,135.19,6.38,4.84,0.23,1.65,98.36
0.92,801.12,267.23,188.44,5.56,4.05,0.37,0.62,57.38
0.82,525.06,324.32,136,4.4,4.42,0.04,3.44,65.18
0.78,674.3,405.77,116.02,4.47,4.57,0.05,2.76,107.42
0.84,587.72,409.5,195.46,6.76,3.86,0.28,4.06,60.45
0.72,713.28,289.43,166.56,5.69,2.43,0.26,4.42,62.46
0.72,803.66,350.7,190.1,5.7,2.05,0.07,3.15,75.84
0.62,730.5,387.36,164.8,4.64,3.93,0.13,1.31,80.34
0.8,524.92,386.94,169.84,5.53,3.49,0.17,3.1,59.18
0.64,563.84,283.18,137.52,6.08,3.01,0.35,2.42,54.01
0.66,764.39,403.09,161.03,5.67,3.63,0.3,3.51,97.18
0.89,773.87,376.26,213.46,5.18,3.06,0.22,1.44,61.68
0.69,798.33,341.91,120.7,6.91,4.69,0.38,2.28,115.23
0.84,670.02,290.1,211.06,6.56,2.62,0.4,0.59,33.47
0.65,598.87,259.66,219.38,5.3,2,0.36,4.21,16.11
0.72,664.5,274.05,112.95,6.53,3.27,0.11,2.34,82.03
0.92,520.76,414.68,144.07,4.35,2.95,0.36,2.47,76.94
0.79,551.55,253.56,207.48,5.8,3.62,0.19,2.58,17.4
0.67,693.57,251.85,204.12,5.69,3.78,0.11,0.48,33.01
0.77,691.14,277.29,204.95,4.27,2.6,0.18,0.08,34.36
0.8,626.47,246.67,220.03,5.23,3.4,0.14,1.02,20.22
0.97,722.87,413.15,124.46,4.98,2.43,0.3,0.16,105.5
0.97,611.46,258.83,202.69,6.66,3.55,0.22,1.98,32.12
0.84,717.48,250.92,153.38,5.37,2.39,0.14,3.66,59.79
0.98,544.47,290.51,214.31,6.55,4.47,0.1,2.44,23.2
0.93,763.96,367.74,181.84,4.24,3.19,0.32,2.74,78.4
0.92,556.61,268.27,144.63,4.69,2.75,0.34,0.19,47.61
0.87,659.63,319.68,178.33,6.81,3.61,0.15,2.37,57.31
0.89,740.09,266.23,159.05,5.65,3.33,0.32,3.2,70.3
0.74,751.43,413.08,191.67,6.71,2.36,0.2,2.04,81.45
0.66,682.06,355.3,190.13,5.93,3.42,0.39,4.69,64.38
0.74,675.45,261.09,209.71,4.85,3.41,0.28,1.2,27.84
0.96,778.17,290.24,124.31,5.93,4.91,0.38,2.56,91.19
0.9,583.09,412.15,170.57,6.79,3.5,0.04,3.86,70.53
0.86,750.68,262.19,208.9,6.74,3.98,0.22,0.19,38.68
0.65,730.19,256.3,181.59,3.55,4.74,0.13,1.32,47.6
0.87,742.09,333.58,182.67,5.94,4.74,0.33,1.96,70.93
0.73,524.37,289.97,216.95,5.32,4.31,0.14,2.66,16.69
0.89,785.92,384.18,138.45,6.73,2.97,0.24,4.81,107.63
0.84,578.03,349.83,196.35,6.88,4.09,0.33,0.15,46.79
0.77,742.97,255.23,196.59,5.21,2.59,0.34,1.3,44.39
0.67,546.48,405.45,205.49,6.41,3.78,0.14,4.01,47.9
0.73,761.76,385.46,219.45,3.69,4.97,0.12,0.16,59.86
0.66,773.61,331.65,202.25,4.41,2.21,0.25,3,59.91
0.94,610.7,327.64,187.75,6.64,2.38,0.37,4.06,50.42
0.72,609.07,257.29,193.84,6.55,3.01,0.37,2.3,34.31
0.66,604.39,398.18,192.7,5.45,2.57,0.14,1.99,57.01
0.9,617.69,310.17,200.69,4.69,4.3,0.07,3.59,39.36
0.91,697.77,275.24,129.5,6.68,4.15,0.08,4.67,80.44
0.62,734.94,352.68,178.69,6.45,2.51,0.18,4.66,73.95
0.82,801.68,339.88,207.31,6.79,4.81,0.04,2.38,62.34
0.71,668.94,330.89,159.57,4.39,4.33,0.37,3.27,71.21
0.95,519.3,253.79,145.07,5.86,2.21,0.25,2.89,44.82
0.68,571.89,348.86,128.79,6.14,4.76,0.22,4.7,82.35
0.7,592.35,396.58,205.19,4.33,3.12,0.25,3.15,49.66
0.77,647.68,387.7,147.46,5.54,2.99,0.28,1.34,79.83
0.97,658.98,367.68,219.83,4.96,3.42,0.22,3.09,47.39
0.75,598.23,334.99,161.99,4.38,2.95,0.07,3.94,55.62
0.76,644.31,380.62,194.23,3.57,2.24,0.33,2.49,54.22
0.97,528.73,398.55,159.8,5.42,2.13,0.33,0.01,56.57
0.87,528.35,290.24,185.74,4.65,2.52,0.04,0.75,25
0.68,638.27,272.24,113.5,5.15,3.01,0.23,0.83,74.44
0.95,724.37,325.53,123.54,4.52,2.27,0.11,0.16,89.44
0.81,653.58,297.22,178.86,4.92,3.14,0.21,2.41,51.66
0.82,523.41,356.11,153.27,5.78,4.32,0.11,4.29,61.46
0.94,703.3,337.81,154.3,6.38,4.95,0.14,1.56,79.76
0.84,736.64,279.96,135.21,3.62,4.64,0.35,0.98,81.18
0.79,687.45,321.02,159.3,4.93,4.86,0.04,4.72,74.1
0.66,763.94,410.57,123.2,6.65,2.77,0.36,3.64,115.06
0.74,558.26,340.94,128.12,6.48,3.46,0.17,2.36,74.97
0.97,792.88,365.25,123.2,5.07,2.75,0.19,0.89,108.96
0.86,777.96,388.39,148.33,5.01,4.77,0.31,2.37,100.88
0.64,568.61,282.87,154.46,4.22,4.69,0.09,4.82,52.37
0.93,542.11,296.17,207.14,3.89,3.67,0.4,1.39,20.36
0.83,618.86,408.27,112.72,6.09,2.48,0.3,2.19,106.93
0.79,788.46,381.09,211.88,5.19,2.21,0.38,2.01,63.72
0.69,754.02,414.94,171.07,6.2,4.2,0.11,1.39,89.53
0.66,674.87,347.3,114.22,4.1,3.26,0.36,0.31,93.77
0.95,799.85,267.68,215.06,5.44,2.86,0.29,2.47,45.44
0.9,644.58,271.18,218.51,6.93,4.97,0.07,1.73,26.2
0.77,547.77,280.02,188.36,4.2,4.94,0.36,0.06,29.53
0.77,671.17,279.73,166.89,3.62,2.72,0.04,2.85,50.97
0.71,573.29,380.7,202.49,5.35,3.58,0.26,0.23,47.85
0.69,610.15,371.12,206.63,5.53,2.26,0.07,3.33,44.77
0.9,681.06,382.02,174.58,4.22,3.07,0.1,4.83,75.79
0.77,709.75,376.15,200.97,6.6,4.92,0.27,1.95,66.32
0.9,745.27,246.25,185.8,6.33,2.25,0.27,3.62,50.48
0.84,793.55,303.61,122.99,4.72,2.04,0.12,1.91,93.61
0.8,752.08,320.91,126.17,6.39,2.62,0.08,3.64,96.8
0.93,671.79,381.98,113.38,5.96,4.28,0.18,3.56,107.95
0.66,626.81,357.47,219.09,6.23,4.2,0.3,1.99,41.6
0.87,581.19,329.41,172.31,6.61,4.99,0.3,2.85,54.57
0.79,774.94,278.67,192.44,4.01,4.95,0.22,1.18,53.12
0.72,540.19,321.88,188.68,4.09,2.9,0.17,2.08,34.73
0.63,698.32,347.82,129.4,6.91,2.06,0.2,0.06,90.37
0.71,740.43,346.51,143.95,4.54,2.86,0.07,0.37,86.98
0.69,547.8,261.05,167.36,5.22,3.07,0.39,1.52,32.48
0.91,546.32,364.72,128.82,5.9,2.91,0.28,0.73,77.19
0.83,799.52,299.67,167.35,5.88,4.12,0.28,4.59,79.9
0.74,669.4,330.28,138.77,3.93,4.38,0.21,0.81,77.64
0.81,600.77,275.81,113.1,6.88,3.9,0.14,3.72,77.43
0.85,626.66,401.04,162.31,4.65,4.71,0.33,1.84,73.51
0.84,792.24,355.77,154.41,5.64,4.69,0.32,4.46,97.72
0.68,679.83,257.79,167.4,6.47,4.31,0.36,2.58,57.96
0.87,696.51,337.4,183.93,4.76,2.92,0.06,3.84,63.05
0.63,583.11,402.26,158.27,3.69,4.19,0.02,1.8,70.71
0.98,754.53,395.31,184.23,3.95,4.39,0.07,0.88,78.88
0.73,794.45,329.85,136.66,6.58,4.24,0.38,4.95,100.69
0.96,605.95,274.31,169.02,4.16,4.41,0.07,0.6,44.29
0.9,576.42,325.78,130.36,4.13,3.94,0.35,3.82,72.47
0.96,792.78,341.99,206.83,4.99,2.64,0.22,0.34,58.23
0.92,715.03,335.41,192.88,4.67,3.64,0.15,3.94,63.27
0.97,651.69,260.62,146.91,5.32,4.79,0.04,4.49,64.86
0.65,586.98,362.98,152.42,4.16,3.46,0.2,2.28,68.6
0.79,574.86,333.63,158.37,5.02,3.98,0.27,1.03,55.03
0.85,730.72,355.12,183.88,3.68,4.62,0.06,0.69,65.02
0.96,515.4,379.74,179.54,3.7,3.79,0.26,3.8,53.16
0.82,645.92,370.18,163.59,5.88,2.33,0.04,3.38,70.81
0.63,625.5,382.39,137.95,5.48,3.18,0.3,4.13,83.58
0.79,577.74,271.71,168.58,5.45,2.18,0.27,1.73,39.71
0.62,652.45,394.55,161.91,4.2,2.36,0.31,1.97,74.38
0.74,594.15,408.7,113.39,4.1,2.03,0.37,1.19,95.96
0.77,757.12,339.65,142.12,3.82,4.2,0.11,0.24,85.1
0.83,599.51,320.01,138.59,6.77,3.65,0.01,1.28,67.21
0.67,688.44,318.06,218.18,4.54,4.21,0.13,1.02,38.34
0.69,560.56,330.15,118.53,5.09,4.44,0.2,1.5,76.24
0.73,574.03,294.97,151.64,4.08,2.81,0.17,1.45,52.62
0.96,665.01,309.25,179.59,4.85,2.47,0.18,1.93,51.51
0.75,577.45,372.11,147.57,5.24,3.21,0.14,0.41,71.66
0.92,579.74,312.2,166.59,3.53,4.55,0.37,3.75,50.07
0.83,724.57,312.93,160.93,6.39,3.52,0.12,1.56,72.95
0.87,795.8,260.24,152.74,4.69,4.84,0.07,4.28,76.37
0.69,767.91,358.77,200.34,6.37,2.84,0.01,1.46,64.5
0.72,716.06,249.59,193.05,3.88,2.96,0.21,4.47,45.74
0.92,783.91,306.37,168.55,5.41,4.75,0.36,3.11,76.29
0.95,695.16,362.64,167.87,6.82,3.12,0.14,3.55,80.56
0.69,760.5,323,134.66,6.75,4.95,0.12,4.3,99.69
0.98,704.41,275.88,179.87,5.73,2.96,0.11,0.22,50.8
0.91,545.1,259.42,115.7,6.72,3.29,0.38,0.41,62.64
0.96,593.53,266.95,153.85,4.87,4.93,0.35,0.75,50.34
0.72,749.78,390.4,134.49,6.75,2.98,0.02,4.32,109.88
0.78,687.72,292.28,176.75,3.54,3.98,0.4,0.69,54.3
0.91,737.04,301.37,169.6,5.33,2.82,0.36,1.02,64.18
0.67,572.72,290.85,125.23,5.14,3.85,0.01,1.23,63.17
0.96,761.88,278.2,190.03,6.29,4.22,0.06,1.99,56.3
0.67,694.65,285.52,213.34,6.55,3.33,0.28,0.52,35.07
0.83,566.05,297.57,153.53,5.99,2.24,0.33,4.84,58.75
0.73,529.82,394.41,170.32,3.74,2.03,0.12,0.5,50.45
0.63,763.16,340.95,118.38,4.47,4.34,0.03,1.02,100.52
0.87,522.45,334.32,140.65,6.03,4,0.04,3.55,62.93
0.92,642.16,308.47,125.85,5.95,4.8,0.17,4.37,85.94
0.86,524.85,383.77,117.93,6.6,4.54,0.37,0.71,85.75
0.73,584.67,353.95,126.7,6.8,4.17,0.16,4.17,84.55
0.66,651.98,323.8,116.69,4.55,2.45,0.19,3.09,85.71
0.83,535.27,326.39,179.34,6.06,3.97,0.26,2.56,42.55
0.81,557.46,382.32,195.46,6.71,2.33,0.33,0.01,50.39
0.67,563.34,304.67,204.98,6.06,3.91,0.17,1.63,23.72
0.87,806.61,272.56,147.22,3.99,3.27,0.08,2.17,76.11
0.9,786.23,310.77,183.41,6.69,4.4,0.06,1.36,70.95
0.92,722.4,341.45,172.46,6.41,2.61,0.35,0.46,72.65
0.67,633.72,313.52,117.45,4.35,4.78,0.21,4.66,86.34
0.63,768.81,277.46,172.76,5.19,3.86,0.19,1.88,67.49
0.9,728.78,393.94,168.26,5.73,2.8,0.36,3.17,84.1
0.92,589.62,332.17,198.15,4.36,4.89,0.25,0.13,36.5
0.7,622.5,375.96,126.77,3.93,4,0.39,3.6,87.99
0.79,537.46,267.86,149.46,5.67,2.39,0.32,4.69,44
0.79,537.41,363.65,215.78,6.34,2.01,0.2,2.83,30.98
0.82,784.13,403.4,200.46,4.24,3.74,0.36,4.96,80.07
0.85,797.7,318.77,145.36,5.24,4.82,0.37,4.16,88.33
0.63,666.87,355.14,181.73,4.29,4.35,0.04,1.41,58.87
0.82,671.76,328.89,189.27,4.26,2.28,0.26,0.7,48.12
0.94,764.9,398.52,211.47,6.98,4,0.22,3.47,74.02
0.67,787.07,325.22,112.09,4.1,3.21,0.23,1.68,100.52
0.81,686.13,319.7,182.94,3.75,3.68,0.1,0.22,50.42
0.65,699.72,396.94,115.33,5.51,2,0.29,3.68,106.4
0.84,676.18,364.25,154.01,5.09,2.8,0.21,1.53,79.46
0.65,740.89,313.87,198.86,4.31,2.3,0.23,1.16,52.59
0.78,673.69,246.6,161.43,6.16,3.57,0.34,0.35,47.94
0.98,557.16,392.32,125.48,6.17,3.82,0.4,3.72,89.82
0.93,603.88,333.89,142.85,6.63,3.66,0.12,4.08,73.18
0.62,550.98,317.85,188.9,4.97,4.82,0.36,4.46,39.97
0.69,563.47,307.8,148.2,6.73,3.28,0.29,2.36,59.24
0.86,788.7,344.16,125.1,6.29,5,0.14,0.61,102.95
0.64,558.76,320.48,213.2,5.82,3.76,0.3,4.78,28.45
0.78,737.91,375.79,120.22,5.77,4.9,0.11,1.59,106.99
0.82,615.22,315.03,165.94,5.09,3.35,0.12,0.48,54.71
0.63,616.78,377.71,125.22,6.16,2.16,0.31,4.37,92.87
0.66,699.7,402.28,110.69,4.18,3.44,0.12,4.71,112.63
0.98,805.89,324.51,115.34,6.46,2,0.21,4.57,109.87
0.9,802.48,359.37,150.12,5.79,2.91,0.21,4.92,99.25
0.8,525.28,274.5,117.69,4.08,2.51,0.1,2.51,60.33
0.97,590.09,340.86,185.3,5.18,4.02,0.27,0.84,46.98
0.72,667.53,275.31,135.11,5.58,4.16,0.03,3.29,72.01
0.67,564.74,268.79,217.46,4.13,3.92,0.38,2.05,12.32
0.95,753.77,361.17,184.13,3.83,2.44,0.26,3.6,69.6
0.82,591.43,341.71,203.11,5.15,3.23,0.22,3.23,39.99
0.69,603.11,349.12,143.62,5.28,3,0.38,3.39,72.59
0.7,713.62,383.13,172.02,5.66,3.78,0.35,1.59,79.41
0.88,618.19,382.5,145.94,4.92,2.35,0.06,0.67,79.1
0.93,692.8,354.57,165.42,3.98,2.5,0.24,2.34,73.63
0.68,542.56,341.17,158.53,6.54,2.52,0.37,4.89,60.93
0.7,702.07,281.68,215.83,4.69,2.79,0.06,4.14,35.46
0.82,704.82,390.7,216.79,4.87,2.36,0.01,3.75,54.49
0.69,656.92,263.7,149.21,4.97,3.83,0.22,0.33,56.24
0.87,580.75,261.21,125.48,5.4,3.97,0.2,4.82,65.39
0.73,735.29,364.5,151.44,3.57,2.21,0.33,0.66,83.63
0.78,745.91,268.6,144.99,5.53,3.68,0.3,1.29,71.17
0.95,611.85,255.34,194.22,4.39,3.89,0.19,3,32.62
0.81,730.56,327.46,203.77,6.42,4.73,0.36,0.33,56.23
0.62,614.81,353.33,169.82,6.51,2.46,0.23,0.14,57.96
0.93,612.78,321.57,184.39,6.63,2.85,0.33,1.46,47.81
0.82,649.11,374.51,204.56,5.78,4.08,0.31,1.07,50.33
0.78,805.59,276.47,120.42,6.13,3.64,0.24,2.26,97.71
0.76,595.57,281.5,214.25,6.08,4.3,0.29,4.03,25.87
